article,output6.xml,DT79.xml
DT79-04483,"paroisse de Saint-Melaine de Mauléon, et appelée dès cette époque ","paroisse de S            t-Melaine de Mauléon, et appelée dès cette époque "
DT79-04489,"commune de Saint-Rémy-en-Plaine, ","commune de S            t-Rémy-en-Plaine, "
DT79-04492,"Chavagne (Nanteuil), relev. de Faye, ","            Chavagné          (Nanteuil), relev. de Faye, "
DT79-04496,commune de Saint-Aubin-le-Clou.,commune de S            t-Aubin-le-Clou.
DT79-04504,commune de Saint-Lin.,commune de S            t-Lin.
DT79-04505,commune de Saint-Martin-de-Saint-Maixent.,commune de S            t-Martin-de-St-Maixent.
DT79-04507,commune de Saint-Germier.,commune de S            t-Germier.
DT79-04508,commune de Saint-Gelais.,commune de S            t-Gelais.
DT79-04511,commune de Saint-Christophe-sur-Roc.,commune de S            t-Christophe-sur-Roc.
DT79-04519,"commune de Sainte-Verge, relev. de Thouars, ","commune de S            te-Verge, relev. de Thouars, "
DT79-04544,commune de Saint-Georges-de-Noisné.,commune de S            t-Georges-de-Noisné.
DT79-04545,commune de Saint-Martin-de-Saint-Maixent.,commune de S            t-Martin-de-St-Maixent.
DT79-04546,commune de Saint-Martin-de-Sanzay.,commune de S            t-Martin-de-Sanzay.
DT79-04547,commune de Saint-Pompain.,commune de S            t-Pompain.
DT79-04548,commune de Saint-Porchaire.,commune de S            t-Porchaire.
DT79-04560,communes de Saint-Léger-lez-Melle et de Pouffond.,communes de St-Léger-lez-Melle et de Pouffond.
DT79-04565,communes de Brûlain et de Saint-Martin-de-Bernegoue.,communes de Brûlain et de St-Martin-de-Bernegoue.
DT79-04566,commune de Saint-Germier.,commune de S            t-Germier.
DT79-04574,commune de la Mothe-Saint-Héraye.,commune de la Mothe-S            t-Héraye.
DT79-04576,commune de Saint-Georges-de-Noisné.,commune de S            t-Georges-de-Noisné.
DT79-04582,commune de Sainte-Néomaye.,commune de S            te-Néomaye.
DT79-04585,commune de Saint-Georges-de-Noisné.,commune de S            t-Georges-de-Noisné.
DT79-04596,commune de Sainte-Radegonde-des-Pommiers par la loi du ,commune de Ste-Radegonde-des-Pommiers par la loi du 
DT79-04599,commune de Saint-Georges-de-Noisné.,commune de S            t-Georges-de-Noisné.
DT79-04600,commune de Saint-Laurs.,commune de S            t-Laurs.
DT79-04601,commune de Saint-Martin-de-Bernegoue.,commune de S            t-Martin-de-Bernegoue.
DT79-04602,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-04603,commune de Saint-Romans-des-Champs.,commune de S            t-Romans-des-Champs.
DT79-04610,commune de Saint-Martin-de-Bernegoue.,commune de S            t-Martin-de-Bernegoue.
DT79-04616,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-04617,commune de la Mothe-Saint-Héraye.,commune de la Mothe-S            t-Héraye.
DT79-04622,commune de Saint-Christophe.,commune de S            t-Christophe.
DT79-04636,communes de Romans et de Sainte-Néomaye.,communes de Romans et de Ste-Néomaye.
DT79-04637,commune de Sainte-Ouenne.,commune de S            te-Ouenne.
DT79-04640,commune de Sainte-Verge ; ,commune de S            te-Verge ; 
DT79-04652,commune de Saint-Aubin-du-Plain.,commune de S            t-Aubin-du-Plain.
DT79-04660,Saint-Jean-de-Bonneval et le ,St-Jean de Bonneval et le 
DT79-04665,commune de Sainte-Néomaye.,commune de S            te-Néomaye.
DT79-04676,communes de Pouffond et Saint-Léger-lez-Melle.,communes de Pouffond et St-Léger-lez-Melle.
DT79-04678,commune de Sainte-Blandine.,commune de S            te-Blandine.
DT79-04679,commune de Saint-Maixent-de-Beugné.,commune de S            t-Maixent-de-Beugné.
DT79-04680,commune de Sainte-Verge.,commune de S            te-Verge.
DT79-04689,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-04704,commune du Puy-Saint-Bonnet.,commune du Puy-S            t-Bonnet.
DT79-04706,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-04707,commune de Saint-Mard-la-Lande.,commune de S            t-Mard-la-Lande.
DT79-04708,"commune de Saint-Maxire, ","commune de S            t-Maxire, "
DT79-04712,commune de Saint-Amand-sur-Sèvre.,commune de S            t-Amand-sur-Sèvre.
DT79-04714,commune de Saint-Laurs.,commune de S            t-Laurs.
DT79-04715,"près la Tavellerie et Saint-Projet, ","près la Tavellerie et St-Projet, "
DT79-04723,commune du Puy-Saint-Bonnet.,commune du Puy-S            t-Bonnet.
DT79-04730,commune de Saint-Martin-de-Bernegoue.,commune de S            t-Martin-de-Bernegoue.
DT79-04731,commune de Saint-Martin-de-Sanzay.,commune de S            t-Martin-de-Sanzay.
DT79-04732,"commune de Sainte-Néomaye 
         ",commune de S            te-Néomaye          
DT79-04735,commune de la Mothe-Saint-Héraye.,commune de la Mothe-S            t-Héraye.
DT79-04744,commune de Saint-Georges-de-Noisné.,commune de S            t-Georges-de-Noisné.
DT79-04746,commune de Saint-Jouin-sous-Châtillon.,commune de S            t-Jouin-sous-Châtillon.
DT79-04751,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-04762,commune du Puy-Saint-Bonnet.,commune du Puy-S            t-Bonnet.
DT79-04763,"commune de Saint-Pardoux, relev. du Fouilloux ","commune de S            t-Pardoux, relev. du Fouilloux "
DT79-04766,commune de Saint-Pierre-à-Champ.,commune de S            t-Pierre-à-Champ.
DT79-04780,commune de Saint-Maurice-la-Fougereuse.,commune de S            t-Maurice-la-Fougereuse.
DT79-04786,commune de Saint-Aubin-du-Plain.,commune de S            t-Aubin-du-Plain.
DT79-04792,commune de la Mothe-Saint-Héraye.,commune de la Mothe-S            t-Héraye.
DT79-04795,commune de Saint-Martin-du-Fouilloux.,commune de S            t-Martin-du-Fouilloux.
DT79-04796,commune de Saint-Martin-du-Fouilloux. Relev. de Montgaudier ,commune de S            t-Martin-du-Fouilloux. Relev. de Montgaudier 
DT79-04799,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-04804,commune de Sainte-Radegonde-de-Pommiers.,commune de S            te-Radegonde-de-Pommiers.
DT79-04806,commune de Saint-Amand.,commune de S            t-Amand.
DT79-04812,"commune de Saint-Maixent 
         ",commune de S            t-Maixent          
DT79-04815,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-04821,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-04825,commune de Saint-André-sur-Sèvre.,commune de S            t-André-sur-Sèvre.
DT79-04842,commune de Saint-André-sur-Sèvre.,commune de S            t-André-sur-Sèvre.
DT79-04843,commune de Saint-Martin-du-Fouilloux.,commune de S            t-Martin-du-Fouilloux.
DT79-04854,commune de Saint-Aubin-le-Clou.,commune de S            t-Aubin-le-Clou.
DT79-04860,commune de Saint-Martin-de-Bernegoue.,commune de S            t-Martin-de-Bernegoue.
DT79-04861,commune de Saint-Martin-de-Saint-Maixent.,commune de S            t-Martin-de-St-Maixent.
DT79-04862,commune de Saint-Romans-des-Champs.,commune de S            t-Romans-des-Champs.
DT79-04866,commune du Puy-Saint-Bonnet.,commune du Puy-S            t-Bonnet.
DT79-04871,commune de Bouillé-Saint-Paul.,commune de Bouillé-S            t-Paul.
DT79-04876,1er canton de Saint-Maixent.,1er canton de St-Maixent.
DT79-04879,commune de Saint-Clémentin.,commune de S            t-Clémentin.
DT79-04889,"châtellenie de Saint-Maixent 
         ",châtellenie de St-Maixent          
DT79-04900,commune de Saint-Pierre-à-Champ.,commune de S            t-Pierre-à-Champ.
DT79-04901,commune de Saint-Pierre-à-Champ.,commune de S            t-Pierre-à-Champ.
DT79-04911,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-04912,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-04921,commune de Saint-Vincent-de-la-Châtre.,commune de S            t-Vincent-de-la-Châtre.
DT79-04923,commune du Puy-Saint-Bonnet.,commune du Puy-S            t-Bonnet.
DT79-04932,commune de Saint-Vincent-de-la-Châtre.,commune de S            t-Vincent-de-la-Châtre.
DT79-04935,commune de Saint-Aubin-le-Clou.,commune de S            t-Aubin-le-Clou.
DT79-04937,commune de Saint-Clémentin.,commune de S            t-Clémentin.
DT79-04945,commune de Bouillé-Saint-Paul.,commune de Bouillé-S            t-Paul.
DT79-04954,commune de Saint-Clémentin.,commune de S            t-Clémentin.
DT79-04973,commune de Saint-Gelais.,commune de S            t-Gelais.
DT79-04974,commune de Saint-Génard.,commune de S            t-Génard.
DT79-04975,commune de Saint-Martin-de-Saint-Maixent.,commune de S            t-Martin-de-St-Maixent.
DT79-04976,"bourg de Saint-Pompain, ","bourg de S            t-Pompain, "
DT79-04978,commune de Saint-Georges-de-Noisné.,commune de S            t-Georges-de-Noisné.
DT79-04988,commune de Saint-Maixent-de-Beugné.,commune de S            t-Maixent-de-Beugné.
DT79-04992,commune de Saint-Maxire.,commune de S            t-Maxire.
DT79-04995,commune de Saint-Pierre-à-Champ.,commune de S            t-Pierre-à-Champ.
DT79-04999,commune de Saint-Léger-lez-Melle.,commune de S            t-Léger-lez-Melle.
DT79-05008,commune de Saint-Jouin-de-Milly.,commune de S            t-Jouin-de-Milly.
DT79-05011,commune de Saint-Georges-de-Noisné.,commune de S            t-Georges-de-Noisné.
DT79-05012,commune de Saint-Martin-lez-Melle.,commune de S            t-Martin-lez-Melle.
DT79-05013,commune de la Chapelle-Saint-Étienne.,commune de la Chapelle-S            t-Étienne.
DT79-05015,"commune de la Mothe-Saint-Héraye, ","commune de la Mothe-S            t-Héraye, "
DT79-05017,commune de Saint-Maurice-la-Fougereuse.,commune de S            t-Maurice-la-Fougereuse.
DT79-05025,commune de Saint-Florent.,commune de S            t-Florent.
DT79-05027,commune de Saint-Vincent-de-la-Châtre.,commune de S            t-Vincent-de-la-Châtre.
DT79-05034,commune de Saint-Porchaire.,commune de S            t-Porchaire.
DT79-05035,commune de Sainte-Gemme.,commune de S            t-Gemme.
DT79-05039,commune de Saint-André-sur-Sèvre.,commune de S            t-André-sur-Sèvre.
DT79-05040,commune de Saint-Symphorien.,commune de S            t-Symphorien.
DT79-05057,communes de Saint-Martin et de Souvigné ; ,communes de St-Martin et de Souvigné ; 
DT79-05066,commune de Saint-Georges-de-Noisné.,commune de S            t-Georges-de-Noisné.
DT79-05070,commune de la Chapelle-Saint-Laurent.,commune de la Chapelle-S            t-Laurent.
DT79-05074,commune de Saint-Aubin-du-Plain.,commune de S            t-Aubin-du-Plain.
DT79-05075,"paroisse de Saint-Jouin-de-Marnes, ","paroisse de St-Jouin-de-Marnes, "
DT79-05076,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-05081,commune de Saint-Mard-la-Lande.,commune de S            t-Mard-la-Lande.
DT79-05091,commune de Saint-Romans-lez-Melle.,commune de S            t-Romans-lez-Melle.
DT79-05100,commune de Saint-Vincent-de-la-Châtre.,commune de S            t-Vincent-de-la-Châtre.
DT79-05105,commune de Saint-Génard.,commune de S            t-Génard.
DT79-05109,commune de Saint-Génard.,commune de S            t-Génard.
DT79-05114,commune de Saint-André-sur-Sèvre.,commune de S            t-André-sur-Sèvre.
DT79-05119,commune du Puy-Saint-Bonnet.,commune du Puy-S            t-Bonnet.
DT79-05120,commune de Saint-Maurice-la-Fougereuse.,commune de S            t-Maurice-la-Fougereuse.
DT79-05131,commune de Saint-Germain-de-Longue-Chaume.,commune de S            t-Germain-de-Longue-Chaume.
DT79-05145,"commune de Saint-Maxire, ","commune de S            t-Maxire, "
DT79-05151,commune de Saint-Laurs.,commune de S            t-Laurs.
DT79-05154,commune du Puy-Saint-Bonnet.,commune du Puy-S            t-Bonnet.
DT79-05161,"commune de Saint-Aubin-le-Clou, relev. de Châteauneuf-en-Gâtine, ","commune de S            t-Aubin-le-Clou, relev. de Châteauneuf-en-Gâtine, "
DT79-05170,"Saint-Loup, ","St-Loup, "
DT79-05170,Menigoute.,Ménigoute.
DT79-05173,"Chapelle-Baton où est située l’église paroissiale, ainsi que le prieuré, le quaireux, le cimetière, lequel fief relevait de Champdeniers et dépendait du bailliage de Gâtine, ","            Chapelle-Bâton          où est située l'église paroissiale, ainsi que le prieuré, le quaireux, le cimetière, lequel fief relevait de Champdeniers et dépendait du bailliage de Gâtine, "
DT79-05177,commune de Saint-Clémentin.,commune de S            t-Clémentin.
DT79-05181,commune de Saint-Lin.,commune de S            t-Lin.
DT79-05187,commune de Saint-Maurice-la-Fougereuse.,commune de S            t-Maurice-la-Fougereuse.
DT79-05190,commune de Saint-Amand.,commune de S            t-Amand.
DT79-05194,commune de Sainte-Verge ; ,commune de S            te-Verge ; 
DT79-05198,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-05200,commune de Saint-Maurice-la-Fougereuse.,commune de S            t-Maurice-la-Fougereuse.
DT79-05202,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-05203,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-05208,commune de Saint-Aubin-le-Clou.,commune de S            t-Aubin-le-Clou.
DT79-05218,commune du Puy-Saint-Bonnet.,commune du Puy-S            t-Bonnet.
DT79-05219,commune de la Mothe-Saint-Héraye.,commune de la Mothe-S            t-Héraye.
DT79-05222,commune de Saint-Liguaire.,commune de S            t-Liguaire.
DT79-05223,commune de Saint-Sauveur-de-Givre-en-Mai.,commune de S            t-Sauveur-de-Givre-en-Mai.
DT79-05225,commune de Sainte-Pezenne.,commune de S            te-Pezenne.
DT79-05226,commune de Sainte-Ouenne.,commune de S            te-Ouenne.
DT79-05228,commune de Saint-Marsault.,commune de S            t-Marsault.
DT79-05231,canton de Saint-Varent.,canton de St-Varent.
DT79-05237,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-05239,commune de Saint-Laurs.,commune de S            t-Laurs.
DT79-05242,commune de Saint-Maurice-la-Fougereuse.,commune de S            t-Maurice-la-Fougereuse.
DT79-05248,commune de Saint-Aubin-le-Clou.,commune de S            t-Aubin-le-Clou.
DT79-05253,commune de Saint-Martin-lez-Melle.,commune de S            t-Martin-lez-Melle.
DT79-05257,commune de Sainte-Blandine.,commune de S            te-Blandine.
DT79-05260,commune de Saint-Christophe-sur-Roc.,commune de S            t-Christophe-sur-Roc.
DT79-05262,communes de Sainte-Pezenne et de Niort.,communes de Ste-Pezenne et de Niort.
DT79-05266,commune de Saint-Martin-de-Sanzay.,commune de S            t-Martin-de-Sanzay.
DT79-05271,commune de Saint-Martin-de-Saint-Maixent.,commune de S            t-Martin-de-St-Maixent.
DT79-05272,commune de Saint-Martin-de-Saint-Maixent.,commune de S            t-Martin-de-St-Maixent.
DT79-05276,commune de Saint-Amand-sur-Sèvre.,commune de S            t-Amand-sur-Sèvre.
DT79-05280,commune de Saint-Vincent-de-la-Châtre.,commune de S            t-Vincent-de-la-Châtre.
DT79-05281,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-05284,commune de Saint-Coutant.,commune de S            t-Coutant.
DT79-05287,commune de Saint-Jouin-de-Marnes.,commune de S            t-Jouin-de-Marnes.
DT79-05295,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-05304,commune de Saint-André-sur-Sèvre.,commune de S            t-André-sur-Sèvre.
DT79-05305,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-05307,commune de Saint-Aubin-le-Clou.,commune de S            t-Aubin-le-Clou.
DT79-05308,commune de Sainte-Ouenne.,commune de S            te-Ouenne.
DT79-05312,commune de Saint-Léger-lez-Melle.,commune de S            t-Léger-lez-Melle.
DT79-05313,commune de Saint-Amand-sur-Sèvre.,commune de S            t-Amand-sur-Sèvre.
DT79-05316,commune de la Chapelle-Saint-Laurent.,commune de la Chapelle-S            t-Laurent.
DT79-05317,commune de Sainte-Ouenne.,commune de S            te-Ouenne.
DT79-05322,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-05323,commune de Saint-Jouin-sous-Châtillon.,commune de S            t-Jouin-sous-Châtillon.
DT79-05325,commune de la Chapelle-Saint-Laurent.,commune de la Chapelle-S            t-Laurent.
