article,output6.xml,DT07.xml
DT07-08191,commune de Lachamp-Raphaël.,commune de Lachamp Raphael.
DT07-08192,commune de La Chapelle-Graillouse.,commune de la Chapelle Graillouse.
DT07-08193,commune de Lafigère,commune de la Figère
DT07-08195,commune de La Voulte,commune de la Voulte
DT07-08200,commune de Saint-Barthélemy-le-Pin.,commune de St Barthélémy le Pin.
DT07-08201,commune de Saint-Basile,commune de St Basile
DT07-08205,commune de Saint-Andéol-de-Berg.,commune de St Andéol de Berg.
DT07-08207,commune de Saint-Laurent-du-Pape,commune de St Laurent du Pape
DT07-08208,commune de Vallon-Pont-d’Arc.,commune de Vallon Pont d'Arc.
DT07-08210,commune de Saint-Victor.,commune de St Victor.
DT07-08211,commune de Saint-Péray,commune de St Péray
DT07-08212,commune de Désaignes.,commune de Desaignes.
DT07-08213,commune de Saint-Symphorien-de-Mahun,commune de St Symphorien de Mahun
DT07-08214,commune de Saint-Bauzile,commune de St Bauzile
DT07-08215,commune de Saint-Étienne-de-Serre.,commune de St Étienne de Serre.
DT07-08218,commune de Saint-Victor.,commune de St Victor.
DT07-08223,commune de Vogüé.,commune de Vogue.
DT07-08224,commune de Saint-Mélany.,commune de St Mélany.
DT07-08227,commune de Saint-Genest-de-Beauzon,commune de St Genest de Beauzon
DT07-08228,commune de Bourg-Saint-Andéol,commune de Bourg St Andéol
DT07-08230,commune de Saint-Barthélemy-le-Pin.,commune de St Barthélémy le Pin.
DT07-08232,commune de Saint-Cierge-la-Serre.,commune de St Cierge la Serre.
DT07-08233,commune du Lac-d’Issarlès.,commune du Lac d'Issarlès.
DT07-08234,commune de Saint-Thomé,commune de St Thomé
DT07-08235,commune de Cellier-du-Luc,commune de Cellier du Luc
DT07-08240,commune de Saint-Pons.,commune de St Pons.
DT07-08243,commune de Saint-Agrève,commune de St Agrève
DT07-08244,commune de Saint-Sylvestre,commune de St Sylvestre
DT07-08245,commune de Saint-Jeure-d’Ay.,commune de St Jeure d'Ay.
DT07-08249,commune de Saint-Pierre-la-Roche.,commune de St Pierre la Roche.
DT07-08251,commune de Gilhac-et-Bruzac.,commune de Gilhac et Bruzac.
DT07-08253,commune de Saint-Vincent-de-Barrès.,commune de St Vincent de Barrès.
DT07-08258,commune de Pont-de-Labeaume,commune de Pont de Labeaume
DT07-08261,commune de Saint-Pierre-de-Colombier.,commune de St Pierre de Colombier.
DT07-08264,commune de Saint-Fortunat,commune de St Fortunat
DT07-08266,commune de Saint-Pierreville,commune de St Pierreville
DT07-08268,commune de Châteauneuf-de-Vernoux,commune de Châteauneuf de Vernoux
DT07-08273,commune de Vogüé.,commune de Vogue.
DT07-08278,commune de Saint-Mélany.,commune de St Mélany.
DT07-08279,commune de Pont-de-Labeaume,commune de Pont de Labeaume
DT07-08286,commune de Saint-Jean-Roure.,commune de St Jean Roure.
DT07-08287,commune de Saint-Martin-de-Valamas.,commune de St Martin de Valamas.
DT07-08290,commune d’Usclades-et-Rieutord.,commune d'Usclades.
DT07-08292,commune du Cellier-du-Luc.,commune du Cellier du Luc.
DT07-08293,commune de Saint-Michel-de-Chabrillanoux.,commune de St Michel de Chabrillanoux.
DT07-08295,commune de Saint-Martial,commune de St Martial
DT07-08296,commune de Saint-Martial,commune de St Martial
DT07-08297,commune de Saint-Marcel-d’Ardèche.,commune de St Marcel d'Ardèche.
DT07-08299,commune de Saint-Pierre-de-Colombier.,commune de St Pierre de Colombier.
DT07-08300,commune de La Souche.,commune de la Souche.
DT07-08302,commune de Bourg-Saint-Andéol,commune de Bourg St Andéol
DT07-08304,commune de Labastide-de-Juvinas.,commune de la Bastide de Juvinas.
DT07-08308,commune de Saint-Montan.,commune de St Montan.
DT07-08309,commune de La Souche.,commune de la Souche.
DT07-08315,commune de Saint-Agrève.,commune de St Agrève.
DT07-08316,commune de Saint-Barthélemy-le-Pin.,commune de St Barthélémy le Pin.
DT07-08317,commune de Saint-Julien-du-Gua.,commune de St Julien du Gua.
DT07-08318,commune de Sainte-Marguerite-Lafigère,commune de Ste Marguerite Lafigère
DT07-08325,commune de Saint-Martin-de-Valamas.,commune de St Martin de Valamas.
DT07-08326,commune de Lachapelle-sous-Chanéac,commune de Lachapelle sous Chanéac
DT07-08327,commune de La Chapelle-sous-Aubenas,commune de la Chapelle sous Aubenas
DT07-08329,commune de Saint-Priest.,commune de St Priest.
DT07-08334,commune de Sainte-Marguerite-Lafigère,commune de Ste Marguerite Lafigère
DT07-08339,commune de Saint-Julien-le-Roux.,commune de St Julien le Roux.
DT07-08346,commune de Lafarre.,commune de la Farre.
DT07-08349,commune de Saint-Pierre-le-Déchausselat.,commune de St Pierre le Déchausselat.
DT07-08350,commune de Saint-Jean-Roure,commune de St Jean Roure
DT07-08352,commune de Sainte-Eulalie.,commune de Ste Eulalie.
DT07-08355,commune de Saint-Symphorien-sous-Chomérac.,commune de St Symphorien sous Chomérac.
DT07-08359,commune de Labastide-de-Juvinas,commune de la Bastide de Juvinas
DT07-08361,commune de Saint-Victor,commune de St Victor
DT07-08363,commune de Saint-Michel-d’Aurance,commune de St Michel d'Aurance
DT07-08365,commune de Colombier-le-Vieux,commune de Colombier le Vieux
DT07-08366,commune de La Souche.,commune de la Souche.
DT07-08367,commune de La Rochette.,commune de la Rochette.
DT07-08371,commune de Saint-Sauveur-de-Cruzières.,commune de St Sauveur de Cruzières.
DT07-08372,commune de Saint-Julien-du-Gua.,commune de St Julien du Gua.
DT07-08373,commune de Saint-Mélany.,commune de St Mélany.
DT07-08376,commune de Saint-Félicien,commune de St Félicien
DT07-08383,commune de La Voulte.,commune de la Voulte.
DT07-08384,commune de Saint-Barthélemy-le-Meil,commune de St Barthélémy le Meil
DT07-08386,commune de Villeneuve-de-Berg.,commune de Villeneuve de Berg.
DT07-08390,commune de Saint-Julien-en-Saint-Alban.,commune de St Julien en St Alban.
DT07-08391,commune de Châteauneuf-de-Vernoux,commune de Châteauneuf de Vernoux
DT07-08393,canton de Saint-Martin-de-Valamas,canton de St Martin de Valamas
DT07-08394,commune de Désaignes.,commune de Desaignes.
DT07-08396,commune de Davézieux,commune de Davezieux
DT07-08401,commune de Saint-Sylvestre.,commune de St Sylvestre.
DT07-08404,commune de Bourg-Saint-Andéol.,commune de Bourg St Andéol.
DT07-08405,commune de Bourg-Saint-Andéol.,commune de Bourg St Andéol.
DT07-08406,commune de Saint-Marcel-d’Ardèche.,commune de St Marcel d'Ardèche.
DT07-08407,commune de Colombier-le-Vieux.,commune de Colombier le Vieux.
DT07-08411,commune de Saint-Andéol-de-Fourchades.,commune de St Andéol de Fourchades.
DT07-08414,commune de Désaignes.,commune de Desaignes.
DT07-08416,commune de Vals-les-Bains.,commune de Vals.
DT07-08419,commune de Saint-Barthélemy-le-Plain.,commune de St Barthélémy le Plain.
DT07-08421,commune de 209Saint-Étienne-de-Lugdarès.,commune de St Étienne de 209Lugdarès.
DT07-08423,commune de Saint-Barthélemy-le-Plain.,commune de St Barthélémy le Plain.
DT07-08424,commune de Saint-Pierre-de-Colombier. Pont sur la Bourges.,commune de St Pierre de Colombier. Pont sur la Bourges.
DT07-08425,commune de Saint-Jean-Chambre.,commune de St Jean Chambre.
DT07-08426,commune de Saint-Péray.,commune de St Péray.
DT07-08427,commune de Saint-Jean-de-Pourcharesse.,commune de St Jean de Pourcharesse.
DT07-08433,commune de Saint-Cirgues-en-Montagne,commune de St Cirgues en Montagne
DT07-08436,commune de Saint-Jean-le-Centenier,commune de St Jean le Centenier
DT07-08447,commune de Villeneuve-de-Berg,commune de Villeneuve de Berg
DT07-08452,commune de Vallon-Pont-d’Arc,commune de Vallon Pont d'Arc
DT07-08455,commune de Saint-Marcel-d’Ardèche.,commune de St Marcel d'Ardèche.
DT07-08456,commune de Saint-Marcel-d’Ardèche.,commune de St Marcel d'Ardèche.
DT07-08461,commune de Saint-Vincent-de-Durfort.,commune de St Vincent de Durfort.
DT07-08463,commune de Vallon-Pont-d’Arc.,commune de Vallon Pont d'Arc.
DT07-08466,commune de Saint-Cirgues-en-Montagne.,commune de St Cirgues en Montagne.
DT07-08467,commune de Saint-Maurice-en-Chalencon.,commune de St Maurice en Chalencon.
DT07-08469,commune de Sainte-Eulalie.,commune de Ste Eulalie.
DT07-08470,commune de Saint-Julien-Vocance,commune de St Julien Vocance
DT07-08471,commune de Saint-André-en-Vivarais.,commune de St André en Vivarais.
DT07-08473,commune de Saint-Péray,commune de St Péray
DT07-08474,commune de Saint-Laurent-sous-Coiron,commune de St Laurent sous Coiron
DT07-08478,commune de Désaignes.,commune de Desaignes.
DT07-08480,commune de Bozas.,commune de Bosas.
DT07-08485,commune de Saint-Jean-de-Muzols.,commune de St Jean de Muzols.
DT07-08486,commune de Saint-Vincent-de-Durfort.,commune de St Vincent de Durfort.
DT07-08487,commune de Saint-Julien-Vocance,commune de St Julien Vocance
DT07-08488,commune de Saint-Thomé.,commune de St Thomé.
DT07-08492,commune de Saint-Fortunat,commune de St Fortunat
DT07-08494,commune de Désaignes.,commune de Desaignes.
DT07-08496,commune de Saint-Barthélemy-le-Meil.,commune de St Barthélémy le Meil.
DT07-08498,commune de Saint-Privat.,commune de St Privat.
DT07-08500,commune de Lachamp-Raphaël.,commune de Lachamp Raphael.
DT07-08502,commune de La Chapelle-sous-Aubenas.,commune de la Chapelle sous Aubenas.
DT07-08503,commune de Saint-Michel-de-Chabrillanoux.,commune de St Michel de Chabrillanoux.
DT07-08505,canton de Villeneuve-de-Berg,canton de Villeneuve de Berg
DT07-08511,commune de Saint-Thomé.,commune de St Thomé.
DT07-08517,commune de Saint-Montan,commune de St Montan
DT07-08518,commune de Saint-Clair,commune de St Clair
DT07-08520,commune de La Voulte.,commune de la Voulte.
DT07-08521,commune de Saint-Barthélemy-le-Plain.,commune de St Barthélémy le Plain.
DT07-08526,commune de Vogüé.,commune de Vogue.
DT07-08527,commune de Labastide-de-Juvinas.,commune de la Bastide de Juvinas.
DT07-08529,commune de Saint-Marcel-d’Ardèche.,commune de St Marcel d'Ardèche.
DT07-08530,commune de Vallon-Pont-d’Arc.,commune de Vallon Pont d'Arc.
DT07-08533,commune de Saint-Martin-d’Ardèche.,commune de St Martin d'Ardèche.
DT07-08534,commune de Saint-Remèze.,commune de St Remèze.
DT07-08535,commune de Vals-les-Bains.,commune de Vals.
DT07-08537,commune de Saint-André-Lachamp.,commune de St André Lachamp.
DT07-08538,commune de Saint-Barthélemy-le-Pin.,commune de St Barthélémy le Pin.
DT07-08539,commune de Saint-Péray.,commune de St Péray.
DT07-08545,commune de Saint-Joseph-des-Bancs.,commune de St Joseph des Bancs.
DT07-08546,commune de Saint-Genest-Lachamp,commune de St Genest Lachamp
DT07-08552,commune de Saint-Basile.,commune de St Basile.
DT07-08553,commune de Saint-Fortunat.,commune de St Fortunat.
DT07-08554,commune de Saint-Romain-de-Lerps,commune de St Romain de Lerps
DT07-08556,commune de Saint-Andéol-de-Vals.,commune de St Andéol de Vals.
DT07-08557,commune de Saint-Symphorien-de-Mahun,commune de St Symphorien de Mahun
DT07-08562,commune de Lachamp-Raphaël.,commune de Lachamp Raphael.
DT07-08565,commune de 212Saint-Jean-le-Centenier,commune de St Jean le 212Centenier
DT07-08569,commune de Orgnac-l’Aven.,commune de Plagnial.
DT07-08571,commune de Saint-Étienne-de-Boulogne.,commune de St Étienne de Boulogne.
DT07-08572,commune d’Usclades-et-Rieutord.,commune d'Usclades.
DT07-08574,commune de Colombier-le-Jeune.,commune de Colombier le Jeune.
DT07-08576,commune de Gilhac-et-Bruzac.,commune de Gilhac et Bruzac.
DT07-08588,commune de Saint-Pierreville.,commune de St Pierreville.
DT07-08589,commune de Boucieu-le-Roi.,commune de Boucieu le Roi.
DT07-08591,commune de Colombier-le-Jeune.,commune de Colombier le Jeune.
DT07-08592,commune de Désaignes.,commune de Desaignes.
DT07-08595,commune de Gilhac-et-Bruzac.,commune de Gilhac et Bruzac.
DT07-08600,commune de Saint-Alban-en-Montagne.,commune de St Alban en Montagne.
DT07-08601,commune de Saint-Apollinaire-de-Rias.,commune de St Apollinaire de Rias.
DT07-08602,commune de Saint-Barthélemy-le-Meil.,commune de St Barthélémy le Meil.
DT07-08603,commune de Saint-Barthélemy-le-Pin.,commune de St Barthélémy le Pin.
DT07-08604,commune de Saint-Félicien.,commune de St Félicien.
DT07-08605,commune de Saint-Jean-Chambre.,commune de St Jean Chambre.
DT07-08606,commune de Saint-Martial.,commune de St Martial.
DT07-08607,commune de Saint-Pierreville.,commune de St Pierreville.
DT07-08608,commune de Saint-Priest.,commune de St Priest.
DT07-08609,commune de Saint-Sauveur-de-Montagut.,commune de St Sauveur de Montagut.
DT07-08610,commune de Saint-Victor.,commune de St Victor.
DT07-08616,commune de Saint-Basile.,commune de St Basile.
DT07-08622,commune de Saint-Montan.,commune de St Montan.
DT07-08623,commune de 213Saint-André-en-Vivarais.,commune de St André en 213Vivarais.
DT07-08625,commune de Saint-Péray.,commune de St Péray.
DT07-08630,commune de Saint-Genest-Lachamp.,commune de St Genest Lachamp.
DT07-08633,commune de Saint-Genest-Lachamp,commune de St Genest Lachamp
DT07-08634,commune de Saint-Jeure-d’Andaure,commune de St Jeure d'Andaure
DT07-08638,commune de Saint-Cirgues-en-Montagne,commune de St Cirgues en Montagne
DT07-08639,commune de Saint-Étienne-de-Lugdarès.,commune de St Étienne de Lugdarès.
DT07-08641,commune de Saint-Alban-d’Ay,commune de St Alban d'Ay
DT07-08642,commune de Saint-Fortunat,commune de St Fortunat
DT07-08643,commune de Saint-Andéol-de-Vals.,commune de St Andéol de Vals.
DT07-08645,commune de Saint-Étienne-de-Lugdarès.,commune de St Étienne de Lugdarès.
DT07-08652,commune de Saint-Cirgues-en-Montagne.,commune de St Cirgues en Montagne.
DT07-08656,commune de Bourg-Saint-Andéol.,commune de Bourg St Andéol.
DT07-08657,commune de Saint-Montan.,commune de St Montan.
DT07-08660,commune de Bozas,commune de Bosas
DT07-08661,commune de Désaignes.,commune de Desaignes.
DT07-08664,commune de Cros-de-Géorand.,commune de Cros de Géorand.
DT07-08667,commune de Saint-Martial.,commune de St Martial.
DT07-08669,commune de Saint-Jean-le-Centenier.,commune de St Jean le Centenier.
DT07-08670,commune de Châteauneuf-de-Vernoux.,commune de Châteauneuf de Vernoux.
DT07-08673,commune du Lac-d’Issarlès.,commune du Lac d'Issarlès.
DT07-08674,commune de Cros-de-Géorand.,commune de Cros de Géorand.
DT07-08683,commune de Saint-Remèze,commune de St Remèze
DT07-08686,commune de Saint-Étienne-de-Lugdarès.,commune de St Étienne de Lugdarès.
DT07-08687,commune de Villeneuve-de-Berg,commune de Villeneuve de Berg
DT07-08690,commune de Saint-Sauveur-de-Montagut.,commune de St Sauveur de Montagut.
DT07-08691,commune de Saint-Cirgues-en-Montagne,commune de St Cirgues en Montagne
DT07-08694,commune de Saint-Barthélemy-le-Plain.,commune de St Barthélémy le Plain.
DT07-08695,commune de Labatie-d’Andaure,commune de la Batie d'Andaure
DT07-08699,commune de Saint-Sauveur-de-Montagut,commune de St Sauveur de Montagut
DT07-08701,commune de Sainte-Marguerite-Lafigère,commune de Ste Marguerite Lafigère
DT07-08706,commune de Saint-Andéol-de-Vals.,commune de St Andéol de Vals.
DT07-08710,commune de Saint-Jean-Roure,commune de St Jean Roure
DT07-08711,commune de Saint-Julien-en-Saint-Alban.,commune de St Julien en St Alban.
DT07-08715,commune de Saint-Prix.,commune de St Prix.
DT07-08716,commune de Saint-Jean-Roure.,commune de St Jean Roure.
DT07-08717,commune de Saint-Jeure-d’Andaure.,commune de St Jeure d'Andaure.
DT07-08723,commune de Saint-Marcel-d’Ardèche.,commune de St Marcel d'Ardèche.
DT07-08724,commune de Saint-Julien-du-Gua,commune de St Julien du Gua
DT07-08726,commune de Boucieu-le-Roi.,commune de Boucieu le Roi.
DT07-08728,commune de Saint-Sauveur-de-Cruzières,commune de St Sauveur de Cruzières
DT07-08730,commune de La Chapelle-Graillouse.,commune de la Chapelle Graillouse.
DT07-08735,commune de Saint-André-Lachamp.,commune de St André Lachamp.
DT07-08737,commune de La Voulte.,commune de la Voulte.
DT07-08739,commune de Saint-Just.,commune de St Just.
DT07-08740,commune de Saint-Marcel-d’Ardèche.,commune de St Marcel d'Ardèche.
DT07-08741,commune de Bourg-Saint-Andéol.,commune de Bourg St Andéol.
DT07-08749,commune de Saint-Julien-du-Gua.,commune de St Julien du Gua.
DT07-08750,commune de Saint-Marcel-d’Ardèche.,commune de St Marcel d'Ardèche.
DT07-08753,commune de Vogüé,commune de Vogue
DT07-08760,commune de Désaignes.,commune de Desaignes.
DT07-08762,commune de Saint-Jean-Chambre.,commune de St Jean Chambre.
DT07-08764,commune de Villeneuve-de-Berg,commune de Villeneuve de Berg
DT07-08765,commune de Colombier-le-Vieux.,commune de Colombier le Vieux.
DT07-08770,commune de Lachamp-Raphaël.,commune de Lachamp Raphael.
DT07-08772,commune de Saint-Cierge-sous-le-Cheylard,commune de St Cierge sous le Cheylard
DT07-08777,commune de Villeneuve-de-Berg,commune de Villeneuve de Berg
DT07-08778,commune de Saint-Étienne-de-Lugdarès.,commune de St Étienne de Lugdarès.
DT07-08779,commune de Colombier-le-Jeune,commune de Colombier le Jeune
DT07-08781,commune de Saint-Maurice-en-Chalencon.,commune de St Maurice en Chalencon.
DT07-08784,commune de Saint-Sauveur-de-Montagut.,commune de St Sauveur de Montagut.
DT07-08787,commune de Gilhac-et-Bruzac.,commune de Gilhac et Bruzac.
DT07-08788,commune de Saint-Étienne-de-Serre.,commune de St Étienne de Serre.
